origin,destination,gst/tariff,hs_code,type,rate
us,singapore,0,87033273,0,0.2
us,singapore,0,87033279,0,0.2
us,singapore,0,87033292,0,0.2
us,singapore,0,87033293,0,0.2
us,singapore,0,87033294,0,0.2
us,singapore,0,87033299,0,0.2
us,singapore,0,87033310,0,0.2
us,singapore,0,87033321,0,0.2
us,singapore,0,87033329,0,0.2
us,singapore,0,87033331,0,0.2
us,singapore,0,87033339,0,0.2
us,singapore,0,87033343,0,0.2
us,singapore,0,87033344,0,0.2
us,singapore,0,87033345,0,0.2
us,singapore,0,87033349,0,0.2
us,singapore,0,87033353,0,0.2
us,singapore,0,87033354,0,0.2
us,singapore,0,87033355,0,0.2
us,singapore,0,87033359,0,0.2
us,singapore,0,87033370,0,0.2
us,singapore,0,87033381,0,0.2
us,singapore,0,87033389,0,0.2
us,singapore,0,87033391,0,0.2
us,singapore,0,87033399,0,0.2
us,singapore,0,87039011,0,0.2
us,singapore,0,87039013,0,0.2
us,singapore,0,87039019,0,0.2
us,singapore,0,87039050,0,0.2
us,singapore,0,87039070,0,0.2
us,singapore,0,87039080,0,0.2
us,singapore,0,87039090,0,0.2
us,singapore,0,87060021,0,0.2
us,singapore,0,87060032,0,0.2
us,singapore,0,87060033,0,0.2
us,singapore,0,87060039,0,0.2
us,singapore,0,87071020,0,0.2
us,singapore,0,87071090,0,0.2
us,singapore,0,87079021,0,0.2
us,singapore,0,87111012,0,0.12
us,singapore,0,87111013,0,0.12
us,singapore,0,87111019,0,0.12
us,singapore,0,87111092,0,0.12
us,singapore,0,87111093,0,0.12
us,singapore,0,87111099,0,0.12
us,singapore,0,87112010,0,0.12
us,singapore,0,87112020,0,0.12
us,singapore,0,87112031,0,0.12
us,singapore,0,87112032,0,0.12
us,singapore,0,87112039,0,0.12
us,singapore,0,87112045,0,0.12
us,singapore,0,87112049,0,0.12
us,singapore,0,87112051,0,0.12
us,singapore,0,87112052,0,0.12
us,singapore,0,87112059,0,0.12
us,singapore,0,87112090,0,0.12
us,singapore,0,87113010,0,0.12
us,singapore,0,87113030,0,0.12
us,singapore,0,87113090,0,0.12
us,singapore,0,87114010,0,0.12
us,singapore,0,87114020,0,0.12
us,singapore,0,87114090,0,0.12
us,singapore,0,87115020,0,0.12
us,singapore,0,87115090,0,0.12
us,singapore,0,87119051,0,0.12
us,singapore,0,87119052,0,0.12
us,singapore,0,87119053,0,0.12
us,singapore,0,87119054,0,0.12
us,singapore,0,87119091,0,0.12
us,singapore,0,87119099,0,0.12
china,singapore,1,-,0,0.07
china,singapore,0,21069061,2,88
china,singapore,0,21069062,1,113
china,singapore,0,21069064,2,88
china,singapore,0,21069065,1,113
china,singapore,0,21069066,2,88
china,singapore,0,21069067,1,113
china,singapore,0,22030010,2,60
china,singapore,0,22030090,2,60
china,singapore,0,22041000,2,88
china,singapore,0,22042111,2,88
china,singapore,0,22042113,2,88
china,singapore,0,22042114,2,88
china,singapore,0,22042121,2,88
china,singapore,0,22042122,2,88
china,singapore,0,22042911,2,88
china,singapore,0,22042913,2,88
china,singapore,0,22042914,2,88
china,singapore,0,22042921,2,88
china,singapore,0,22042922,2,88
china,singapore,0,22043010,2,88
china,singapore,0,22043020,2,88
china,singapore,0,22051010,2,88
china,singapore,0,22051020,2,88
china,singapore,0,22059010,2,88
china,singapore,0,22059020,2,88
china,singapore,0,22060010,2,60
china,singapore,0,22060020,2,88
china,singapore,0,22060030,2,88
china,singapore,0,22060040,2,60
china,singapore,0,22060091,2,88
china,singapore,0,22060099,2,88
china,singapore,0,22071000,2,88
china,singapore,0,22082050,2,88
china,singapore,0,22082090,2,88
china,singapore,0,22083000,2,88
china,singapore,0,22084000,2,88
china,singapore,0,22085000,2,88
china,singapore,0,22086000,2,88
china,singapore,0,22087000,2,88
china,singapore,0,22089010,2,88
china,singapore,0,22089020,2,88
china,singapore,0,22089030,2,88
china,singapore,0,22089040,2,88
china,singapore,0,22089050,2,88
china,singapore,0,22089060,2,88
china,singapore,0,22089070,2,88
china,singapore,0,22089080,2,88
china,singapore,0,22089090,2,88
china,singapore,0,24011010,1,352
china,singapore,0,24011020,1,352
china,singapore,0,24011040,1,352
china,singapore,0,24011050,1,352
china,singapore,0,24011090,1,352
china,singapore,0,24012010,1,352
china,singapore,0,24012020,1,352
china,singapore,0,24012030,1,352
china,singapore,0,24012040,1,352
china,singapore,0,24012050,1,352
china,singapore,0,24012090,1,352
china,singapore,0,24013010,1,352
china,singapore,0,24013090,1,352
china,singapore,0,24021000,1,388
china,singapore,0,24022010,1,299
china,singapore,0,24022020,3,0.388
china,singapore,0,24022090,3,0.388
china,singapore,0,24029010,1,388
china,singapore,0,24029020,3,0.388
china,singapore,0,24031100,1,388
china,singapore,0,24031911,1,299
china,singapore,0,24031919,1,388
china,singapore,0,24031920,1,352
china,singapore,0,24031990,1,388
china,singapore,0,24039110,1,388
china,singapore,0,24039190,1,388
china,singapore,0,24039930,1,388
china,singapore,0,24039940,1,388
china,singapore,0,24039950,1,299
china,singapore,0,24039990,1,388
china,singapore,0,27101211,2,71
china,singapore,0,27101212,2,64
china,singapore,0,27101213,2,68
china,singapore,0,27101214,2,56
china,singapore,0,27101215,2,63
china,singapore,0,27101216,2,37
china,singapore,0,27101971,2,10
china,singapore,0,27101972,2,10
china,singapore,0,27102000,2,10
china,singapore,0,27112110,1,0.2
china,singapore,0,33021010,2,88
china,singapore,0,33021020,1,113
china,singapore,0,38260090,2,10
china,singapore,0,87021010,0,0.2
china,singapore,0,87021060,0,0.2
china,singapore,0,87029012,0,0.2
china,singapore,0,87029092,0,0.2
china,singapore,0,87031090,0,0.2
china,singapore,0,87032122,0,0.2
china,singapore,0,87032123,0,0.2
china,singapore,0,87032124,0,0.2
china,singapore,0,87032129,0,0.2
china,singapore,0,87032131,0,0.2
china,singapore,0,87032139,0,0.2
china,singapore,0,87032191,0,0.2
china,singapore,0,87032192,0,0.2
china,singapore,0,87032199,0,0.2
china,singapore,0,87032211,0,0.2
china,singapore,0,87032219,0,0.2
china,singapore,0,87032221,0,0.2
china,singapore,0,87032229,0,0.2
china,singapore,0,87032291,0,0.2
china,singapore,0,87032292,0,0.2
china,singapore,0,87032299,0,0.2
china,singapore,0,87032310,0,0.2
china,singapore,0,87032321,0,0.2
china,singapore,0,87032329,0,0.2
china,singapore,0,87032331,0,0.2
china,singapore,0,87032339,0,0.2
china,singapore,0,87032340,0,0.2
china,singapore,0,87032351,0,0.2
china,singapore,0,87032352,0,0.2
china,singapore,0,87032353,0,0.2
china,singapore,0,87032354,0,0.2
china,singapore,0,87032361,0,0.2
china,singapore,0,87032362,0,0.2
china,singapore,0,87032363,0,0.2
china,singapore,0,87032364,0,0.2
china,singapore,0,87032371,0,0.2
china,singapore,0,87032372,0,0.2
china,singapore,0,87032373,0,0.2
china,singapore,0,87032374,0,0.2
china,singapore,0,87032391,0,0.2
china,singapore,0,87032392,0,0.2
china,singapore,0,87032393,0,0.2
china,singapore,0,87032394,0,0.2
china,singapore,0,87032410,0,0.2
china,singapore,0,87032421,0,0.2
china,singapore,0,87032429,0,0.2
china,singapore,0,87032431,0,0.2
china,singapore,0,87032439,0,0.2
china,singapore,0,87032441,0,0.2
china,singapore,0,87032449,0,0.2
china,singapore,0,87032451,0,0.2
china,singapore,0,87032459,0,0.2
china,singapore,0,87032470,0,0.2
china,singapore,0,87032481,0,0.2
china,singapore,0,87032489,0,0.2
china,singapore,0,87032491,0,0.2
china,singapore,0,87032499,0,0.2
china,singapore,0,87033111,0,0.2
china,singapore,0,87033119,0,0.2
china,singapore,0,87033120,0,0.2
china,singapore,0,87033140,0,0.2
china,singapore,0,87033150,0,0.2
china,singapore,0,87033181,0,0.2
china,singapore,0,87033189,0,0.2
china,singapore,0,87033191,0,0.2
china,singapore,0,87033199,0,0.2
china,singapore,0,87033210,0,0.2
china,singapore,0,87033221,0,0.2
china,singapore,0,87033229,0,0.2
china,singapore,0,87033231,0,0.2
china,singapore,0,87033239,0,0.2
china,singapore,0,87033242,0,0.2
china,singapore,0,87033243,0,0.2
china,singapore,0,87033244,0,0.2
china,singapore,0,87033249,0,0.2
china,singapore,0,87033252,0,0.2
china,singapore,0,87033253,0,0.2
china,singapore,0,87033254,0,0.2
china,singapore,0,87033259,0,0.2
china,singapore,0,87033260,0,0.2
china,singapore,0,87033271,0,0.2
china,singapore,0,87033272,0,0.2
china,singapore,0,87033273,0,0.2
china,singapore,0,87033279,0,0.2
china,singapore,0,87033292,0,0.2
china,singapore,0,87033293,0,0.2
china,singapore,0,87033294,0,0.2
china,singapore,0,87033299,0,0.2
china,singapore,0,87033310,0,0.2
china,singapore,0,87033321,0,0.2
china,singapore,0,87033329,0,0.2
china,singapore,0,87033331,0,0.2
china,singapore,0,87033339,0,0.2
china,singapore,0,87033343,0,0.2
china,singapore,0,87033344,0,0.2
china,singapore,0,87033345,0,0.2
china,singapore,0,87033349,0,0.2
china,singapore,0,87033353,0,0.2
china,singapore,0,87033354,0,0.2
china,singapore,0,87033355,0,0.2
china,singapore,0,87033359,0,0.2
china,singapore,0,87033370,0,0.2
china,singapore,0,87033381,0,0.2
china,singapore,0,87033389,0,0.2
china,singapore,0,87033391,0,0.2
china,singapore,0,87033399,0,0.2
china,singapore,0,87039011,0,0.2
china,singapore,0,87039013,0,0.2
china,singapore,0,87039019,0,0.2
china,singapore,0,87039050,0,0.2
china,singapore,0,87039070,0,0.2
china,singapore,0,87039080,0,0.2
china,singapore,0,87039090,0,0.2
china,singapore,0,87060021,0,0.2
china,singapore,0,87060032,0,0.2
china,singapore,0,87060033,0,0.2
china,singapore,0,87060039,0,0.2
china,singapore,0,87071020,0,0.2
china,singapore,0,87071090,0,0.2
china,singapore,0,87079021,0,0.2
china,singapore,0,87111012,0,0.12
china,singapore,0,87111013,0,0.12
china,singapore,0,87111019,0,0.12
china,singapore,0,87111092,0,0.12
china,singapore,0,87111093,0,0.12
china,singapore,0,87111099,0,0.12
china,singapore,0,87112010,0,0.12
china,singapore,0,87112020,0,0.12
china,singapore,0,87112031,0,0.12
china,singapore,0,87112032,0,0.12
china,singapore,0,87112039,0,0.12
china,singapore,0,87112045,0,0.12
china,singapore,0,87112049,0,0.12
china,singapore,0,87112051,0,0.12
china,singapore,0,87112052,0,0.12
china,singapore,0,87112059,0,0.12
china,singapore,0,87112090,0,0.12
china,singapore,0,87113010,0,0.12
china,singapore,0,87113030,0,0.12
china,singapore,0,87113090,0,0.12
china,singapore,0,87114010,0,0.12
china,singapore,0,87114020,0,0.12
china,singapore,0,87114090,0,0.12
china,singapore,0,87115020,0,0.12
china,singapore,0,87115090,0,0.12
china,singapore,0,87119051,0,0.12
china,singapore,0,87119052,0,0.12
china,singapore,0,87119053,0,0.12
china,singapore,0,87119054,0,0.12
china,singapore,0,87119091,0,0.12
china,singapore,0,87119099,0,0.12
korea,singapore,1,-,0,0.07
korea,singapore,0,21069061,2,88
korea,singapore,0,21069062,1,113
korea,singapore,0,21069064,2,88
korea,singapore,0,21069065,1,113
korea,singapore,0,21069066,2,88
korea,singapore,0,21069067,1,113
korea,singapore,0,22030010,2,60
korea,singapore,0,22030090,2,60
korea,singapore,0,22041000,2,88
korea,singapore,0,22042111,2,88
korea,singapore,0,22042113,2,88
korea,singapore,0,22042114,2,88
korea,singapore,0,22042121,2,88
korea,singapore,0,22042122,2,88
korea,singapore,0,22042911,2,88
korea,singapore,0,22042913,2,88
korea,singapore,0,22042914,2,88
korea,singapore,0,22042921,2,88
korea,singapore,0,22042922,2,88
korea,singapore,0,22043010,2,88
korea,singapore,0,22043020,2,88
korea,singapore,0,22051010,2,88
korea,singapore,0,22051020,2,88
korea,singapore,0,22059010,2,88
korea,singapore,0,22059020,2,88
korea,singapore,0,22060010,2,60
korea,singapore,0,22060020,2,88
korea,singapore,0,22060030,2,88
korea,singapore,0,22060040,2,60
korea,singapore,0,22060091,2,88
korea,singapore,0,22060099,2,88
korea,singapore,0,22071000,2,88
korea,singapore,0,22082050,2,88
korea,singapore,0,22082090,2,88
korea,singapore,0,22083000,2,88
korea,singapore,0,22084000,2,88
korea,singapore,0,22085000,2,88
korea,singapore,0,22086000,2,88
korea,singapore,0,22087000,2,88
korea,singapore,0,22089010,2,88
korea,singapore,0,22089020,2,88
korea,singapore,0,22089030,2,88
korea,singapore,0,22089040,2,88
korea,singapore,0,22089050,2,88
korea,singapore,0,22089060,2,88
korea,singapore,0,22089070,2,88
korea,singapore,0,22089080,2,88
korea,singapore,0,22089090,2,88
korea,singapore,0,24011010,1,352
korea,singapore,0,24011020,1,352
korea,singapore,0,24011040,1,352
korea,singapore,0,24011050,1,352
korea,singapore,0,24011090,1,352
korea,singapore,0,24012010,1,352
korea,singapore,0,24012020,1,352
korea,singapore,0,24012030,1,352
korea,singapore,0,24012040,1,352
korea,singapore,0,24012050,1,352
korea,singapore,0,24012090,1,352
korea,singapore,0,24013010,1,352
korea,singapore,0,24013090,1,352
korea,singapore,0,24021000,1,388
korea,singapore,0,24022010,1,299
korea,singapore,0,24022020,3,0.388
korea,singapore,0,24022090,3,0.388
korea,singapore,0,24029010,1,388
korea,singapore,0,24029020,3,0.388
korea,singapore,0,24031100,1,388
korea,singapore,0,24031911,1,299
korea,singapore,0,24031919,1,388
korea,singapore,0,24031920,1,352
korea,singapore,0,24031990,1,388
korea,singapore,0,24039110,1,388
korea,singapore,0,24039190,1,388
korea,singapore,0,24039930,1,388
korea,singapore,0,24039940,1,388
korea,singapore,0,24039950,1,299
korea,singapore,0,24039990,1,388
korea,singapore,0,27101211,2,71
korea,singapore,0,27101212,2,64
korea,singapore,0,27101213,2,68
korea,singapore,0,27101214,2,56
korea,singapore,0,27101215,2,63
korea,singapore,0,27101216,2,37
korea,singapore,0,27101971,2,10
korea,singapore,0,27101972,2,10
korea,singapore,0,27102000,2,10
korea,singapore,0,27112110,1,0.2
korea,singapore,0,33021010,2,88
korea,singapore,0,33021020,1,113
korea,singapore,0,38260090,2,10
korea,singapore,0,87021010,0,0.2
korea,singapore,0,87021060,0,0.2
korea,singapore,0,87029012,0,0.2
korea,singapore,0,87029092,0,0.2
korea,singapore,0,87031090,0,0.2
korea,singapore,0,87032122,0,0.2
korea,singapore,0,87032123,0,0.2
korea,singapore,0,87032124,0,0.2
korea,singapore,0,87032129,0,0.2
korea,singapore,0,87032131,0,0.2
korea,singapore,0,87032139,0,0.2
korea,singapore,0,87032191,0,0.2
korea,singapore,0,87032192,0,0.2
korea,singapore,0,87032199,0,0.2
korea,singapore,0,87032211,0,0.2
korea,singapore,0,87032219,0,0.2
korea,singapore,0,87032221,0,0.2
korea,singapore,0,87032229,0,0.2
korea,singapore,0,87032291,0,0.2
korea,singapore,0,87032292,0,0.2
korea,singapore,0,87032299,0,0.2
korea,singapore,0,87032310,0,0.2
korea,singapore,0,87032321,0,0.2
korea,singapore,0,87032329,0,0.2
korea,singapore,0,87032331,0,0.2
korea,singapore,0,87032339,0,0.2
korea,singapore,0,87032340,0,0.2
korea,singapore,0,87032351,0,0.2
korea,singapore,0,87032352,0,0.2
korea,singapore,0,87032353,0,0.2
korea,singapore,0,87032354,0,0.2
korea,singapore,0,87032361,0,0.2
korea,singapore,0,87032362,0,0.2
korea,singapore,0,87032363,0,0.2
korea,singapore,0,87032364,0,0.2
korea,singapore,0,87032371,0,0.2
korea,singapore,0,87032372,0,0.2
korea,singapore,0,87032373,0,0.2
korea,singapore,0,87032374,0,0.2
korea,singapore,0,87032391,0,0.2
korea,singapore,0,87032392,0,0.2
korea,singapore,0,87032393,0,0.2
korea,singapore,0,87032394,0,0.2
korea,singapore,0,87032410,0,0.2
korea,singapore,0,87032421,0,0.2
korea,singapore,0,87032429,0,0.2
korea,singapore,0,87032431,0,0.2
korea,singapore,0,87032439,0,0.2
korea,singapore,0,87032441,0,0.2
korea,singapore,0,87032449,0,0.2
korea,singapore,0,87032451,0,0.2
korea,singapore,0,87032459,0,0.2
korea,singapore,0,87032470,0,0.2
korea,singapore,0,87032481,0,0.2
korea,singapore,0,87032489,0,0.2
korea,singapore,0,87032491,0,0.2
korea,singapore,0,87032499,0,0.2
korea,singapore,0,87033111,0,0.2
korea,singapore,0,87033119,0,0.2
korea,singapore,0,87033120,0,0.2
korea,singapore,0,87033140,0,0.2
korea,singapore,0,87033150,0,0.2
korea,singapore,0,87033181,0,0.2
korea,singapore,0,87033189,0,0.2
korea,singapore,0,87033191,0,0.2
korea,singapore,0,87033199,0,0.2
korea,singapore,0,87033210,0,0.2
korea,singapore,0,87033221,0,0.2
korea,singapore,0,87033229,0,0.2
korea,singapore,0,87033231,0,0.2
korea,singapore,0,87033239,0,0.2
korea,singapore,0,87033242,0,0.2
korea,singapore,0,87033243,0,0.2
korea,singapore,0,87033244,0,0.2
korea,singapore,0,87033249,0,0.2
korea,singapore,0,87033252,0,0.2
korea,singapore,0,87033253,0,0.2
korea,singapore,0,87033254,0,0.2
korea,singapore,0,87033259,0,0.2
korea,singapore,0,87033260,0,0.2
korea,singapore,0,87033271,0,0.2
korea,singapore,0,87033272,0,0.2
korea,singapore,0,87033273,0,0.2
korea,singapore,0,87033279,0,0.2
korea,singapore,0,87033292,0,0.2
korea,singapore,0,87033293,0,0.2
korea,singapore,0,87033294,0,0.2
korea,singapore,0,87033299,0,0.2
korea,singapore,0,87033310,0,0.2
korea,singapore,0,87033321,0,0.2
korea,singapore,0,87033329,0,0.2
korea,singapore,0,87033331,0,0.2
korea,singapore,0,87033339,0,0.2
korea,singapore,0,87033343,0,0.2
korea,singapore,0,87033344,0,0.2
korea,singapore,0,87033345,0,0.2
korea,singapore,0,87033349,0,0.2
korea,singapore,0,87033353,0,0.2
korea,singapore,0,87033354,0,0.2
korea,singapore,0,87033355,0,0.2
korea,singapore,0,87033359,0,0.2
korea,singapore,0,87033370,0,0.2
korea,singapore,0,87033381,0,0.2
korea,singapore,0,87033389,0,0.2
korea,singapore,0,87033391,0,0.2
korea,singapore,0,87033399,0,0.2
korea,singapore,0,87039011,0,0.2
korea,singapore,0,87039013,0,0.2
korea,singapore,0,87039019,0,0.2
korea,singapore,0,87039050,0,0.2
korea,singapore,0,87039070,0,0.2
korea,singapore,0,87039080,0,0.2
korea,singapore,0,87039090,0,0.2
korea,singapore,0,87060021,0,0.2
korea,singapore,0,87060032,0,0.2
korea,singapore,0,87060033,0,0.2
korea,singapore,0,87060039,0,0.2
korea,singapore,0,87071020,0,0.2
korea,singapore,0,87071090,0,0.2
korea,singapore,0,87079021,0,0.2
korea,singapore,0,87111012,0,0.12
korea,singapore,0,87111013,0,0.12
korea,singapore,0,87111019,0,0.12
korea,singapore,0,87111092,0,0.12
korea,singapore,0,87111093,0,0.12
korea,singapore,0,87111099,0,0.12
korea,singapore,0,87112010,0,0.12
korea,singapore,0,87112020,0,0.12
korea,singapore,0,87112031,0,0.12
korea,singapore,0,87112032,0,0.12
korea,singapore,0,87112039,0,0.12
korea,singapore,0,87112045,0,0.12
korea,singapore,0,87112049,0,0.12
korea,singapore,0,87112051,0,0.12
korea,singapore,0,87112052,0,0.12
korea,singapore,0,87112059,0,0.12
korea,singapore,0,87112090,0,0.12
korea,singapore,0,87113010,0,0.12
korea,singapore,0,87113030,0,0.12
korea,singapore,0,87113090,0,0.12
korea,singapore,0,87114010,0,0.12
korea,singapore,0,87114020,0,0.12
korea,singapore,0,87114090,0,0.12
korea,singapore,0,87115020,0,0.12
korea,singapore,0,87115090,0,0.12
korea,singapore,0,87119051,0,0.12
korea,singapore,0,87119052,0,0.12
korea,singapore,0,87119053,0,0.12
korea,singapore,0,87119054,0,0.12
korea,singapore,0,87119091,0,0.12
korea,singapore,0,87119099,0,0.12
japan,singapore,1,-,0,0.07
japan,singapore,0,21069061,2,88
japan,singapore,0,21069062,1,113
japan,singapore,0,21069064,2,88
japan,singapore,0,21069065,1,113
japan,singapore,0,21069066,2,88
japan,singapore,0,21069067,1,113
japan,singapore,0,22030010,2,60
japan,singapore,0,22030090,2,60
japan,singapore,0,22041000,2,88
japan,singapore,0,22042111,2,88
japan,singapore,0,22042113,2,88
japan,singapore,0,22042114,2,88
japan,singapore,0,22042121,2,88
japan,singapore,0,22042122,2,88
japan,singapore,0,22042911,2,88
japan,singapore,0,22042913,2,88
japan,singapore,0,22042914,2,88
japan,singapore,0,22042921,2,88
japan,singapore,0,22042922,2,88
japan,singapore,0,22043010,2,88
japan,singapore,0,22043020,2,88
japan,singapore,0,22051010,2,88
japan,singapore,0,22051020,2,88
japan,singapore,0,22059010,2,88
japan,singapore,0,22059020,2,88
japan,singapore,0,22060010,2,60
japan,singapore,0,22060020,2,88
japan,singapore,0,22060030,2,88
japan,singapore,0,22060040,2,60
japan,singapore,0,22060091,2,88
japan,singapore,0,22060099,2,88
japan,singapore,0,22071000,2,88
japan,singapore,0,22082050,2,88
japan,singapore,0,22082090,2,88
japan,singapore,0,22083000,2,88
japan,singapore,0,22084000,2,88
japan,singapore,0,22085000,2,88
japan,singapore,0,22086000,2,88
japan,singapore,0,22087000,2,88
japan,singapore,0,22089010,2,88
japan,singapore,0,22089020,2,88
japan,singapore,0,22089030,2,88
japan,singapore,0,22089040,2,88
japan,singapore,0,22089050,2,88
japan,singapore,0,22089060,2,88
japan,singapore,0,22089070,2,88
japan,singapore,0,22089080,2,88
japan,singapore,0,22089090,2,88
japan,singapore,0,24011010,1,352
japan,singapore,0,24011020,1,352
japan,singapore,0,24011040,1,352
japan,singapore,0,24011050,1,352
japan,singapore,0,24011090,1,352
japan,singapore,0,24012010,1,352
japan,singapore,0,24012020,1,352
japan,singapore,0,24012030,1,352
japan,singapore,0,24012040,1,352
japan,singapore,0,24012050,1,352
japan,singapore,0,24012090,1,352
japan,singapore,0,24013010,1,352
japan,singapore,0,24013090,1,352
japan,singapore,0,24021000,1,388
japan,singapore,0,24022010,1,299
japan,singapore,0,24022020,3,0.388
